date,lst_token,protocol,underlying,exchange_rate,staking_apy_pct,rewards_apy_pct,total_apy_pct,tvl_usd,validators_count,entry_queue_days,exit_queue_days,withdrawal_time_hours,slashing_events_30d,chain,peg_deviation_pct
2025-12-29,wstETH,Lido,ETH,1.011743,5.83,1.13,7.48,23356718055,47151,29,5,19,3,Optimism,-0.4657
2025-12-30,rETH,Rocket Pool,ETH,1.012745,4.49,1.22,5.69,15308030671,476811,1,5,15,3,Base,-0.4145
2025-12-31,sfrxETH,Frax,ETH,1.01459,2.96,0.36,3.62,23507514623,119504,25,11,5,0,Ethereum,0.4817
2026-01-01,osETH,StakeWise,ETH,1.014701,5.62,1.65,6.81,22610063076,475731,9,7,38,2,Arbitrum,-0.4652
2026-01-02,ETHx,Stader,ETH,1.01326,4.04,1.36,4.54,14469609014,108268,19,12,38,2,Optimism,-0.4312
2026-01-03,ankrETH,Ankr,ETH,1.013892,4.43,1.43,5.91,15110938223,395776,18,13,4,3,Base,-0.4129
2026-01-04,cbETH,Coinbase,ETH,1.014868,3.1,0.95,4.03,24580074530,85455,30,11,22,0,Ethereum,-0.3154
2026-01-05,wstETH,Lido,ETH,1.020725,3.29,0.98,4.59,4201453169,97236,7,9,18,0,Arbitrum,-0.1435
2026-01-06,rETH,Rocket Pool,ETH,1.01617,3.5,1.1,4.59,12353250227,493095,3,7,29,3,Optimism,-0.0855
2026-01-07,sfrxETH,Frax,ETH,1.017874,3.01,0.52,3.72,7482971968,361680,26,9,42,0,Base,0.3541
2026-01-08,osETH,StakeWise,ETH,1.018441,5.91,1.05,8.05,21029863181,239414,9,11,40,3,Ethereum,-0.2527
2026-01-09,ETHx,Stader,ETH,1.019631,5.52,1.78,7.49,3013437031,364699,11,9,32,0,Arbitrum,-0.009
2026-01-10,ankrETH,Ankr,ETH,1.025284,3.99,0.79,4.59,22358582780,109658,29,12,26,0,Optimism,-0.0719
2026-01-11,cbETH,Coinbase,ETH,1.024395,4.66,0.86,5.68,20454873004,196419,0,1,12,2,Base,0.3623
2026-01-12,wstETH,Lido,ETH,1.021839,5.19,0.81,6.89,17008610844,317927,9,13,57,2,Ethereum,-0.0133
2026-01-13,rETH,Rocket Pool,ETH,1.028881,2.69,0.72,3.32,8835590150,248707,18,11,3,3,Arbitrum,0.3661
2026-01-14,sfrxETH,Frax,ETH,1.025068,3.71,0.4,4.11,23392529277,339402,22,9,58,3,Optimism,-0.1815
2026-01-15,osETH,StakeWise,ETH,1.0239,2.69,0.27,3.09,16011330781,378605,28,10,58,0,Base,-0.2543
2026-01-16,ETHx,Stader,ETH,1.029519,4.1,1.2,4.51,6538618770,174163,10,14,12,2,Ethereum,-0.2582
2026-01-17,ankrETH,Ankr,ETH,1.034596,2.64,0.66,3.54,10220914099,422637,25,13,1,0,Arbitrum,-0.3177
2026-01-18,cbETH,Coinbase,ETH,1.025813,5.47,1.99,6.07,23590449667,303868,28,7,26,3,Optimism,0.4268
2026-01-19,wstETH,Lido,ETH,1.036,5.38,0.55,7.12,20371080463,342435,30,13,25,1,Base,0.2252
2026-01-20,rETH,Rocket Pool,ETH,1.026812,3.88,1.08,4.41,21100267017,311908,29,12,3,3,Ethereum,-0.1487
2026-01-21,sfrxETH,Frax,ETH,1.030993,4.5,1.74,5.89,20983280488,458254,21,13,40,1,Arbitrum,0.1144
2026-01-22,osETH,StakeWise,ETH,1.033947,4.08,1.14,5.27,9976319126,402242,29,13,57,1,Optimism,-0.2404
2026-01-23,ETHx,Stader,ETH,1.032771,5.05,1.16,6.11,2108911599,410264,7,8,6,2,Base,0.3806
2026-01-24,ankrETH,Ankr,ETH,1.032266,5.7,1.6,6.77,1417195646,322501,1,14,36,3,Ethereum,-0.4755
2026-01-25,cbETH,Coinbase,ETH,1.037238,3.41,0.99,3.84,17955649652,350882,9,10,9,3,Arbitrum,-0.0018
2026-01-26,wstETH,Lido,ETH,1.03514,3.12,0.88,4.12,24044607070,229007,15,5,41,2,Optimism,-0.2037
2026-01-27,rETH,Rocket Pool,ETH,1.034128,2.63,0.82,3.02,2452384843,388103,30,11,11,2,Base,0.2906
2026-01-28,sfrxETH,Frax,ETH,1.044885,5.55,1.57,7.21,21089314201,355537,4,4,68,0,Ethereum,0.2722
2026-01-29,osETH,StakeWise,ETH,1.043085,4.17,0.71,5.51,16517263230,410681,29,2,37,1,Arbitrum,-0.4573
2026-01-30,ETHx,Stader,ETH,1.03468,5.01,1.17,6.35,14016393189,195987,29,3,31,1,Optimism,0.3731
2026-01-31,ankrETH,Ankr,ETH,1.049566,3.22,0.41,4.43,11881408783,402182,0,10,68,2,Base,0.4935
2026-02-01,cbETH,Coinbase,ETH,1.052471,5.67,2.02,7.76,4870409514,494003,3,2,30,0,Ethereum,0.0589
2026-02-02,wstETH,Lido,ETH,1.042899,5.2,1.31,7.15,7770039943,272304,4,5,42,1,Arbitrum,-0.4879
2026-02-03,rETH,Rocket Pool,ETH,1.046798,4.99,0.69,6.45,10554220931,162665,28,7,14,3,Optimism,0.0029
2026-02-04,sfrxETH,Frax,ETH,1.048985,4.35,1.07,5.13,5664155644,343569,9,0,34,0,Base,0.1454
2026-02-05,osETH,StakeWise,ETH,1.041439,3.34,1.17,3.99,652278646,388691,16,2,69,0,Ethereum,-0.0712
2026-02-06,ETHx,Stader,ETH,1.042876,5.47,2.13,6.82,18602255357,361083,9,3,63,0,Arbitrum,-0.0934
2026-02-07,ankrETH,Ankr,ETH,1.045533,3.44,1.15,4.45,16919206097,261454,6,2,57,2,Optimism,0.4305
2026-02-08,cbETH,Coinbase,ETH,1.049233,4.01,0.88,5.36,23680910362,459737,21,7,23,3,Base,0.0902
2026-02-09,wstETH,Lido,ETH,1.058521,4.44,0.89,6.1,9881131976,274150,19,11,36,0,Ethereum,-0.0215
2026-02-10,rETH,Rocket Pool,ETH,1.050781,5.77,1.07,6.66,12674699299,478909,0,13,52,1,Arbitrum,-0.0483
2026-02-11,sfrxETH,Frax,ETH,1.061835,4.89,1.05,5.4,6495761662,460950,4,6,39,1,Optimism,-0.0873
2026-02-12,osETH,StakeWise,ETH,1.053648,3.41,0.94,4.74,953667424,278062,29,7,55,2,Base,0.0732
2026-02-13,ETHx,Stader,ETH,1.059942,5.26,1.14,7.02,15452713490,485859,5,10,38,2,Ethereum,0.0203
2026-02-14,ankrETH,Ankr,ETH,1.06007,5.81,0.67,6.5,16344042683,2474,19,5,1,1,Arbitrum,-0.2322
2026-02-15,cbETH,Coinbase,ETH,1.06199,5.4,0.61,6.74,20929120423,122757,7,7,62,3,Optimism,-0.3138
2026-02-16,wstETH,Lido,ETH,1.063593,4.68,1.8,5.85,3504998137,14272,26,5,62,2,Base,0.1685
2026-02-17,rETH,Rocket Pool,ETH,1.056914,4.62,1.03,5.35,16167542965,15373,10,14,36,3,Ethereum,-0.0926
2026-02-18,sfrxETH,Frax,ETH,1.063573,3.76,0.72,4.84,24261999746,147539,1,13,62,3,Arbitrum,-0.3376
2026-02-19,osETH,StakeWise,ETH,1.073174,4.38,0.7,5.26,16986118214,72662,3,13,25,1,Optimism,0.3568
2026-02-20,ETHx,Stader,ETH,1.076792,5.53,1.69,7.21,17634835355,305882,24,5,19,0,Base,-0.373
2026-02-21,ankrETH,Ankr,ETH,1.055147,4.89,0.9,6.72,6599757127,371315,5,7,35,0,Ethereum,-0.4432
2026-02-22,cbETH,Coinbase,ETH,1.067402,3.96,1.26,4.83,22582872814,468126,7,11,25,1,Arbitrum,-0.42
2026-02-23,wstETH,Lido,ETH,1.074078,5.28,0.88,6.61,8623770810,291321,9,11,19,0,Optimism,-0.0936
2026-02-24,rETH,Rocket Pool,ETH,1.06674,5.28,1.08,6.04,7549784120,67665,22,10,33,2,Base,-0.4203
2026-02-25,sfrxETH,Frax,ETH,1.067113,4.06,0.41,4.86,15353881987,285362,6,2,9,1,Ethereum,0.2965
2026-02-26,osETH,StakeWise,ETH,1.083419,3.67,0.98,4.18,18273292862,142701,22,3,30,2,Arbitrum,0.3645
2026-02-27,ETHx,Stader,ETH,1.06784,3.11,0.57,3.68,1999082023,456834,20,7,6,2,Optimism,0.3339
2026-02-28,ankrETH,Ankr,ETH,1.078031,5.44,1.81,6.27,21126470240,148931,28,4,7,2,Base,-0.3655
2026-03-01,cbETH,Coinbase,ETH,1.063994,3.18,1.21,3.65,17859192647,104150,21,0,19,0,Ethereum,0.1691
2026-03-02,wstETH,Lido,ETH,1.074377,2.56,0.46,2.83,16620291157,423445,1,10,48,2,Arbitrum,0.3629
2026-03-03,rETH,Rocket Pool,ETH,1.087252,3.75,0.45,4.7,1408798770,403614,21,0,50,1,Optimism,0.2654
2026-03-04,sfrxETH,Frax,ETH,1.070404,3.68,0.75,4.47,446084226,327647,27,3,20,1,Base,-0.4834
2026-03-05,osETH,StakeWise,ETH,1.077775,2.89,0.49,3.37,17785038825,185267,11,2,53,1,Ethereum,-0.1999
2026-03-06,ETHx,Stader,ETH,1.069997,3.9,1.07,5.03,19349682403,383641,25,2,27,3,Arbitrum,0.2311
2026-03-07,ankrETH,Ankr,ETH,1.083158,4.36,0.52,5.53,24871596201,93229,10,0,16,0,Optimism,-0.1618
2026-03-08,cbETH,Coinbase,ETH,1.090787,5.36,0.65,6.66,756092915,454524,15,6,3,2,Base,0.2558
2026-03-09,wstETH,Lido,ETH,1.067553,4.73,1.47,6.36,21769580845,408197,27,2,19,1,Ethereum,-0.3442
2026-03-10,rETH,Rocket Pool,ETH,1.085851,5.36,2.09,6.34,23997463376,195983,28,9,22,0,Arbitrum,0.2391
2026-03-11,sfrxETH,Frax,ETH,1.090755,5.67,1.31,6.75,2765858548,231707,26,10,46,3,Optimism,0.2701
2026-03-12,osETH,StakeWise,ETH,1.075464,5.49,1.77,6.89,178098952,316726,18,8,9,0,Base,-0.3517
2026-03-13,ETHx,Stader,ETH,1.084242,3.85,0.42,4.51,24152884859,302727,12,12,68,2,Ethereum,-0.0478
2026-03-14,ankrETH,Ankr,ETH,1.073823,3.48,0.62,4.65,16839678223,182236,9,4,63,2,Arbitrum,0.291
2026-03-15,cbETH,Coinbase,ETH,1.073946,5.84,1.25,7.82,13723045725,136036,13,4,14,3,Optimism,-0.4387
2026-03-16,wstETH,Lido,ETH,1.092311,3.17,0.56,4.22,24584665110,384084,14,0,48,2,Base,0.2081
2026-03-17,rETH,Rocket Pool,ETH,1.086547,4.4,1.31,5.46,23537174210,84377,4,8,33,3,Ethereum,0.444
2026-03-18,sfrxETH,Frax,ETH,1.080166,3.32,1.18,3.99,9574254634,239223,22,9,18,0,Arbitrum,-0.3431
2026-03-19,osETH,StakeWise,ETH,1.078644,5.98,2.29,7.1,21763787548,407513,22,3,64,1,Optimism,0.2719
2026-03-20,ETHx,Stader,ETH,1.08912,5.45,1.96,6.84,7927360163,382174,20,7,31,0,Base,0.0437
2026-03-21,ankrETH,Ankr,ETH,1.108786,5.82,0.95,7.46,19532255259,468400,5,5,32,0,Ethereum,-0.2315
2026-03-22,cbETH,Coinbase,ETH,1.075437,4.49,0.72,5.16,5486416106,421560,10,2,61,0,Arbitrum,0.4886
2026-03-23,wstETH,Lido,ETH,1.081233,4.26,1.17,4.92,10265873787,21640,7,9,45,1,Optimism,0.3111
2026-03-24,rETH,Rocket Pool,ETH,1.081276,5.48,0.89,7.65,944593436,45468,7,7,46,0,Base,-0.0649
2026-03-25,sfrxETH,Frax,ETH,1.098874,3.58,0.93,4.04,18757996209,163643,29,13,54,3,Ethereum,-0.3984
2026-03-26,osETH,StakeWise,ETH,1.092487,4.76,0.84,6.03,13859293567,445366,25,10,72,3,Arbitrum,-0.3644
2026-03-27,ETHx,Stader,ETH,1.09258,4.88,1.26,6.49,8230130370,480542,6,1,50,1,Optimism,-0.3434
2026-03-28,ankrETH,Ankr,ETH,1.0,5.78,1.24,7.83,2863491843,289289,10,10,24,2,Base,-0.2599
2026-03-29,cbETH,Coinbase,ETH,1.000907,5.09,0.62,6.33,5934952506,126651,2,1,18,0,Ethereum,0.481
2026-03-30,wstETH,Lido,ETH,1.001736,5.66,1.93,7.59,19480622349,299883,23,11,19,1,Arbitrum,-0.2833
2026-03-31,rETH,Rocket Pool,ETH,1.002832,3.59,1.37,4.58,10798604275,473960,18,1,3,0,Optimism,0.0969
2026-04-01,sfrxETH,Frax,ETH,1.004556,4.09,1.21,5.48,418921715,435673,1,5,22,2,Base,-0.2403
2026-04-02,osETH,StakeWise,ETH,1.005906,4.58,0.85,6.2,1680464498,422753,20,6,21,3,Ethereum,-0.1384
2026-04-03,ETHx,Stader,ETH,1.007095,3.07,0.81,4.24,19838563157,183239,6,14,1,1,Arbitrum,0.2238
2026-04-04,ankrETH,Ankr,ETH,1.006463,5.25,2.07,7.13,17049406174,449626,15,14,1,3,Optimism,-0.2471
2026-04-05,cbETH,Coinbase,ETH,1.009102,3.03,0.92,3.72,10909361608,394482,11,8,18,2,Base,-0.184
2026-04-06,wstETH,Lido,ETH,1.010605,2.73,0.42,3.72,20130701838,220828,25,11,52,2,Ethereum,0.1165
2026-04-07,rETH,Rocket Pool,ETH,1.010869,2.93,1.13,3.9,2226659410,326367,5,8,62,0,Arbitrum,0.2256
2026-04-08,sfrxETH,Frax,ETH,1.011594,3.57,0.98,4.36,17209783463,484833,10,7,9,2,Optimism,-0.2683
2026-04-09,osETH,StakeWise,ETH,1.011502,4.39,1.48,4.93,4779836045,28344,0,6,70,1,Base,-0.4442
2026-04-10,ETHx,Stader,ETH,1.013816,5.11,1.09,7.02,6317407269,305662,15,7,59,1,Ethereum,0.109
2026-04-11,ankrETH,Ankr,ETH,1.012943,4.12,1.32,4.82,6267522615,21531,13,11,4,3,Arbitrum,0.2948
2026-04-12,cbETH,Coinbase,ETH,1.012254,4.53,1.19,5.17,16558460487,252484,3,13,43,2,Optimism,0.3379
2026-04-13,wstETH,Lido,ETH,1.013399,3.16,0.37,3.86,457421665,340408,3,1,61,3,Base,0.2183
2026-04-14,rETH,Rocket Pool,ETH,1.015365,4.48,1.61,6.23,18681377809,292189,17,7,33,1,Ethereum,-0.4764
2026-04-15,sfrxETH,Frax,ETH,1.018653,4.11,1.64,4.69,14681219285,297364,17,9,42,3,Arbitrum,0.1663
2026-04-16,osETH,StakeWise,ETH,1.016337,5.33,0.84,6.35,2842385053,231231,14,5,6,3,Optimism,-0.299
2026-04-17,ETHx,Stader,ETH,1.017315,3.1,1.08,4.12,24374029572,244491,0,10,67,0,Base,-0.1449
2026-04-18,ankrETH,Ankr,ETH,1.021145,3.24,0.67,3.6,1185170997,197545,26,5,67,2,Ethereum,0.2149
2026-04-19,cbETH,Coinbase,ETH,1.024213,3.75,0.65,5.13,3052938788,81338,2,13,36,1,Arbitrum,-0.1788
2026-04-20,wstETH,Lido,ETH,1.02049,5.16,1.96,6.08,10534403074,438024,21,2,32,2,Optimism,-0.3847
2026-04-21,rETH,Rocket Pool,ETH,1.019324,4.05,0.8,4.93,18756788797,277151,27,12,56,1,Base,0.4894
2026-04-22,sfrxETH,Frax,ETH,1.021861,4.53,1.33,5.81,6205067131,331174,12,10,5,0,Ethereum,0.183
2026-04-23,osETH,StakeWise,ETH,1.027105,2.88,1.04,3.84,23448916852,295167,25,14,1,3,Arbitrum,-0.2007
2026-04-24,ETHx,Stader,ETH,1.024027,5.25,0.88,5.95,2742982062,36244,5,11,46,1,Optimism,-0.4323
2026-04-25,ankrETH,Ankr,ETH,1.028533,5.31,1.61,6.27,16424305708,134261,1,6,49,1,Base,0.254
2026-04-26,cbETH,Coinbase,ETH,1.027785,4.06,1.53,4.7,10265183082,248973,20,10,26,0,Ethereum,-0.1425
2026-04-27,wstETH,Lido,ETH,1.032505,3.53,1.13,4.84,1190939237,109586,20,14,66,2,Arbitrum,0.13
2026-04-28,rETH,Rocket Pool,ETH,1.030187,3.69,0.9,5.05,23945747695,44498,2,13,17,1,Optimism,0.009
2026-04-29,sfrxETH,Frax,ETH,1.030299,3.97,1.07,5.15,24436245789,97019,3,1,39,0,Base,-0.2176
2026-04-30,osETH,StakeWise,ETH,1.038714,2.72,0.51,3.47,11445461677,74540,23,8,46,1,Ethereum,0.1073
2026-05-01,ETHx,Stader,ETH,1.032585,3.01,0.38,3.54,15889694182,476166,28,4,54,3,Arbitrum,0.3427
2026-05-02,ankrETH,Ankr,ETH,1.03818,5.03,1.96,6.51,1593533396,464808,14,7,48,2,Optimism,0.4239
2026-05-03,cbETH,Coinbase,ETH,1.029669,5.61,1.1,7.78,767965009,248220,10,2,15,2,Base,0.0212
2026-05-04,wstETH,Lido,ETH,1.032509,5.68,0.84,7.5,6158823043,64412,12,14,31,1,Ethereum,0.4306
2026-05-05,rETH,Rocket Pool,ETH,1.039137,4.29,1.08,5.86,19404049756,272044,7,10,27,0,Arbitrum,-0.3682
2026-05-06,sfrxETH,Frax,ETH,1.041032,3.33,1.31,3.82,17582456362,149235,30,2,21,2,Optimism,0.4575
2026-05-07,osETH,StakeWise,ETH,1.043158,5.99,1.36,7.68,21973733131,258740,9,14,48,2,Base,-0.2008
2026-05-08,ETHx,Stader,ETH,1.045615,5.58,1.42,6.8,4081215335,316718,12,10,9,2,Ethereum,0.4173
2026-05-09,ankrETH,Ankr,ETH,1.038942,3.34,0.4,4.06,12805792649,414187,26,11,33,3,Arbitrum,-0.3245
2026-05-10,cbETH,Coinbase,ETH,1.040913,5.1,1.95,6.28,8627148595,122976,10,14,16,1,Optimism,-0.0862
2026-05-11,wstETH,Lido,ETH,1.051351,2.87,0.52,3.56,20116588052,431935,12,5,70,2,Base,0.0545
2026-05-12,rETH,Rocket Pool,ETH,1.03976,3.68,1.17,4.63,2528443095,303439,3,12,43,1,Ethereum,0.4353
2026-05-13,sfrxETH,Frax,ETH,1.042559,3.28,1.1,3.65,20299871394,332250,2,2,56,1,Arbitrum,0.3543
2026-05-14,osETH,StakeWise,ETH,1.052253,5.56,1.08,7.1,7210563919,441181,30,3,63,3,Optimism,-0.2548
2026-05-15,ETHx,Stader,ETH,1.046385,4.2,1.18,5.54,11097406734,285420,11,5,34,2,Base,0.4101
2026-05-16,ankrETH,Ankr,ETH,1.054281,4.77,1.83,5.35,24401115862,136718,5,10,31,1,Ethereum,-0.4629
